,username,date,text,word_number,no_stop_words
32,PasSeMentir,2020-06-29 13:35:52,"#Municipales2020 Dès hier soir, j'ai dis que l'élection de #EdouardPhillipe était louche, très, 58% c'est beaucoup je trouve moi ! Puis souvenez vous qu'ils ont tentés de tricher quand même !",17,"['municipales2020', 'dès', 'hier', 'soir', 'dis', 'élection', 'edouardphillipe', 'louche', 'très', '58', 'beaucoup', 'trouve', 'puis', 'souvenez', 'tentés', 'tricher', 'quand']"
33,anouchkacohen,2020-06-29 13:35:28,Bastia est la seule ville de France où le trio d’union fait plus au 1er tour qu’au second. #Municipales2020,13,"['bastia', 'seule', 'ville', 'france', 'où', 'trio', 'union', 'fait', 'plus', '1er', 'tour', 'second', 'municipales2020']"
34,VincentThomazo,2020-06-29 13:35:26,#Goussainville : un maire fiché S élu. Il est où le barrage républicain?#Municipales2020 #AbdelazizHamida,9,"['goussainville', 'maire', 'fiché', 'élu', 'où', 'barrage', 'républicain', 'municipales2020', 'abdelazizhamida']"
35,heloiseduche,2020-06-29 13:35:22,"Quelle énergie depuis ce matin ! Promouvoir sans relâchce les forces associatives, l'#éducpop, l'activisme féministe et un jour... La jeunesse écolo, féministe et de gauche prend le pouvoir dans nos territoires !! Bravo mesdames #vagueverte #Municipales2020",24,"['quelle', 'énergie', 'depuis', 'matin', 'promouvoir', 'sans', 'relâchce', 'forces', 'associatives', 'éducpop', 'activisme', 'féministe', 'jour', 'jeunesse', 'écolo', 'féministe', 'gauche', 'prend', 'pouvoir', 'territoires', 'bravo', 'mesdames', 'vagueverte', 'municipales2020']"
36,RevuePol,2020-06-29 13:35:20,"""L'écologie face au défi de la gestion municipale et métropolitaine"" une analyse de Patrick Martin-Genier pour la @RevuePol https://www.revuepolitique.fr/lecologie-face-au-defi-de-la-gestion-municipale-et-metropolitaine/ @MartinGenier #Municipales2020 #EELV #LesVerts #ecologie",26,"['écologie', 'face', 'défi', 'gestion', 'municipale', 'métropolitaine', 'analyse', 'patrick', 'martin', 'genier', 'revuepol', 'https', 'www', 'revuepolitique', 'fr', 'lecologie', 'face', 'defi', 'gestion', 'municipale', 'metropolitaine', 'martingenier', 'municipales2020', 'eelv', 'lesverts', 'ecologie']"
37,YahooActuFR,2020-06-29 13:35:06," ""Les écologistes, c'est la promesse du monde de demain et du monde du XXIème siècle"" @DavidCormand, député européen @EELV, dévoile les ambitions écologistes après la forte poussée verte aux élections municipales #Municipales2020 ",21,"['écologistes', 'promesse', 'monde', 'demain', 'monde', 'xxième', 'siècle', 'davidcormand', 'député', 'européen', 'eelv', 'dévoile', 'ambitions', 'écologistes', 'après', 'forte', 'poussée', 'verte', 'élections', 'municipales', 'municipales2020']"
38,gpaslu1,2020-06-29 13:34:10,Paris est donc devenu une boite SM à ciel ouvert #Municipales2020,8,"['paris', 'donc', 'devenu', 'boite', 'sm', 'ciel', 'ouvert', 'municipales2020']"
39,TVN595_,2020-06-29 13:34:07,rise of the ecologists #vagueverte #Municipales2020 ,6,"['rise', 'of', 'the', 'ecologists', 'vagueverte', 'municipales2020']"
40,compagnon2020,2020-06-29 13:34:03,#Municipales2020 #Rennes,2,"['municipales2020', 'rennes']"
41,QuentinMaridat,2020-06-29 13:33:45,Réaction d'Alain Juppé hier soir à la télé #Municipales2020 #Bordeaux,8,"['réaction', 'alain', 'juppé', 'hier', 'soir', 'télé', 'municipales2020', 'bordeaux']"
42,rougero22986770,2020-06-29 13:33:41,ABSTENTION – Une «insurrection froide contre toutes les institutions du pays» - #Municipales2020 https://youtube.com/watch?v=I2DUE4Equ0A,14,"['abstention', 'insurrection', 'froide', 'contre', 'toutes', 'institutions', 'pays', 'municipales2020', 'https', 'youtube', 'com', 'watch', 'v', 'i2due4equ0a']"
43,ILoveMarseille1,2020-06-29 13:33:36, A @SamiaGhali et @brunogilles13 : ne laissez pas bloquer Marseille https://marsactu.fr/agora/a-samia-ghali-et-bruno-gilles-ne-laissez-pas-bloquer-marseille/ cc @NarducciLisette @MicheleRubirola @sebbarles @BenoitPayan @SophieCamard @olivia_fortin @PrintempsMRS #Marseille #Municipales2020 ,28,"['a', 'samiaghali', 'brunogilles13', 'laissez', 'bloquer', 'marseille', 'https', 'marsactu', 'fr', 'agora', 'a', 'samia', 'ghali', 'bruno', 'gilles', 'laissez', 'bloquer', 'marseille', 'cc', 'narduccilisette', 'michelerubirola', 'sebbarles', 'benoitpayan', 'sophiecamard', 'olivia_fortin', 'printempsmrs', 'marseille', 'municipales2020']"
44,Reussirleraincy,2020-06-29 13:33:16," Les résultats du 2e tour des élections municipales sont tombés ! La liste #ReussirLeRaincy est arrivée en tête avec 50,33% des voix Un grand MERCI aux Raincéens de nous avoir fait confiance Notre engagement c'est vous #Municipales2020 #MERCI",22,"['résultats', '2e', 'tour', 'élections', 'municipales', 'tombés', 'liste', 'reussirleraincy', 'arrivée', 'tête', '50', '33', 'voix', 'grand', 'merci', 'raincéens', 'avoir', 'fait', 'confiance', 'engagement', 'municipales2020', 'merci']"
45,pignot1,2020-06-29 13:33:13,"« Homme de terroir », « constant » mais aussi « maître des punchlines »… @20MInutes a demandé à l'entourage du prochain maire de #Bordeaux qui était vraiment @PierreHurmic #Municipales2020 https://www.20minutes.fr/bordeaux/2810323-20200629-resultats-municipales-bordeaux-pierre-hurmic-nouveau-maire-capitale-girondine via @20minutes",34,"['homme', 'terroir', 'constant', 'aussi', 'maître', 'punchlines', '20minutes', 'a', 'demandé', 'entourage', 'prochain', 'maire', 'bordeaux', 'vraiment', 'pierrehurmic', 'municipales2020', 'https', 'www', '20minutes', 'fr', 'bordeaux', '2810323', '20200629', 'resultats', 'municipales', 'bordeaux', 'pierre', 'hurmic', 'nouveau', 'maire', 'capitale', 'girondine', 'via', '20minutes']"
46,ManuTourneux,2020-06-29 13:33:06,Mais elle y croit vraiment? Elle ne se rend pas compte qu'elle est la risée de tous la pauvre.... J'aurais presque pitié devant tant d'aveuglement #Municipales2020,13,"['croit', 'vraiment', 'rend', 'compte', 'risée', 'tous', 'pauvre', 'presque', 'pitié', 'devant', 'tant', 'aveuglement', 'municipales2020']"
47,pascalcoussy,2020-06-29 13:32:37," #Municipales2020 à #Lyon : à voir ou à revoir, brillant et prémonitoire, le film « Alice et le Maire », chronique au #cinema d’une déchéance #politique annoncée",14,"['municipales2020', 'lyon', 'voir', 'revoir', 'brillant', 'prémonitoire', 'film', 'alice', 'maire', 'chronique', 'cinema', 'déchéance', 'politique', 'annoncée']"
48,MidiLibreSete,2020-06-29 13:32:28,"[Abonnés] #Municipales2020 #Sète : la joie de @FCommeinhes , bondissant après sa réélection",8,"['abonnés', 'municipales2020', 'sète', 'joie', 'fcommeinhes', 'bondissant', 'après', 'réélection']"
49,blaisealex,2020-06-29 13:32:09,"#Municipales2020 Retrouvez le portrait du maire de #Cholet, de nouveau réélu dimanche : ""Gilles Bourdouleix, le poing sur la table, quitte à la renverser"".",14,"['municipales2020', 'retrouvez', 'portrait', 'maire', 'cholet', 'nouveau', 'réélu', 'dimanche', 'gilles', 'bourdouleix', 'poing', 'table', 'quitte', 'renverser']"
50,caricasourds,2020-06-29 13:31:42,MUNICIPALES 2020 #Humour #Municipales2020 #Sourds #LesVerts,6,"['municipales', '2020', 'humour', 'municipales2020', 'sourds', 'lesverts']"
51,muriel7700,2020-06-29 13:31:22,"#AnneHidalgo #Municipales2020 Anne Hidalgo, récompensée de votre courage et il en faut pour oser s'attaquer à la bagnole et imaginer Paris + verte dans ce pays et fasse aux chaînes d'info partisanes",18,"['annehidalgo', 'municipales2020', 'anne', 'hidalgo', 'récompensée', 'courage', 'faut', 'oser', 'attaquer', 'bagnole', 'imaginer', 'paris', 'verte', 'pays', 'fasse', 'chaînes', 'info', 'partisanes']"
52,Gabrielaouiz,2020-06-29 13:31:19,"Chère @SamiaGhali ,tout d’abord Bravo pour votre victoire sur le 15/16ème. Vous avez vaincu @JeanMarcCoppola,qui avait tout bêtement refusé une alliance avec vous, vous avez détrôné le RN avec une victoire écrasante.Nous LR,espérons que vous aurez bonne mémoire. #Municipales2020 ",23,"['chère', 'samiaghali', 'tout', 'abord', 'bravo', 'victoire', '15', '16ème', 'vaincu', 'jeanmarccoppola', 'tout', 'bêtement', 'refusé', 'alliance', 'détrôné', 'rn', 'victoire', 'écrasante', 'lr', 'espérons', 'bonne', 'mémoire', 'municipales2020']"
53,brumamonpa,2020-06-29 13:31:19,#Municipales2020 : Le #RN échoue à s’implanter localement,5,"['municipales2020', 'rn', 'échoue', 'implanter', 'localement']"
54,F3Aquitaine,2020-06-29 13:31:08,#Municipales2020 #Bordeaux : Pierre Hurmic et ses priorités pour une ville en vert VIDEOS ► https://france3-regions.francetvinfo.fr/nouvelle-aquitaine/gironde/bordeaux/municipales-2020-bordeaux-pierre-hurmic-ses-priorites-ville-vert-1848074.html Cc @PierreHurmic @elusEELVBDX @ElusEELVNvleAqu @franceinfo,32,"['municipales2020', 'bordeaux', 'pierre', 'hurmic', 'priorités', 'ville', 'vert', 'videos', 'https', 'france3', 'regions', 'francetvinfo', 'fr', 'nouvelle', 'aquitaine', 'gironde', 'bordeaux', 'municipales', '2020', 'bordeaux', 'pierre', 'hurmic', 'priorites', 'ville', 'vert', '1848074', 'html', 'cc', 'pierrehurmic', 'eluseelvbdx', 'eluseelvnvleaqu', 'franceinfo']"
55,AnaCoelhoBXL,2020-06-29 13:31:07,Très bien vu @plantu Des lendemains qui chantent. Elle est finalement verte la vague qui s’abat sur l’Hexagone. #Municipales2020 #PostCOVID19,13,"['très', 'bien', 'vu', 'plantu', 'lendemains', 'chantent', 'finalement', 'verte', 'vague', 'abat', 'hexagone', 'municipales2020', 'postcovid19']"
56,SylvainNocquard,2020-06-29 13:31:01,"Je viens de mettre à jour la liste twitter ""élus de Dijon"" suite aux #Municipales2020, n'hésitez pas à me signaler les coquilles et les éventuels comptes manquants ! #CMDijon https://twitter.com/i/lists/1017039426369794048",22,"['viens', 'mettre', 'jour', 'liste', 'twitter', 'élus', 'dijon', 'suite', 'municipales2020', 'hésitez', 'signaler', 'coquilles', 'éventuels', 'comptes', 'manquants', 'cmdijon', 'https', 'twitter', 'com', 'i', 'lists', '1017039426369794048']"
57,laurentjalexis,2020-06-29 13:30:58,"Faut qu'tu craches, faut qu'tu payes Faut qu'tu craches, faut qu'tu payes Pas possible que t'en réchappes Nous sommes les frères qui rapent tout #GiletsJaunes #taxes #Municipales2020 ",16,"['faut', 'craches', 'faut', 'payes', 'faut', 'craches', 'faut', 'payes', 'possible', 'réchappes', 'frères', 'rapent', 'tout', 'giletsjaunes', 'taxes', 'municipales2020']"
58,actutoulouse,2020-06-29 13:30:54, #Municipales2020 à #Toulouse. Jean-Luc Moudenc : « Je veux être le maire de l'écologie concrète » ,10,"['municipales2020', 'toulouse', 'jean', 'luc', 'moudenc', 'veux', 'être', 'maire', 'écologie', 'concrète']"
59,f3htenormandie,2020-06-29 13:30:34,"#Municipales2020 : malgré l'incendie de #Lubrizol, pas de vague verte en Normandie ",7,"['municipales2020', 'malgré', 'incendie', 'lubrizol', 'vague', 'verte', 'normandie']"
60,LeGroMoustachu,2020-06-29 13:30:30,- T'as vu ca marche bien la magouille du #VoteÉlectronique? - Trop bien - On va mettre ca en place pour 2022 - à fond #Municipales2020 #Macron #LREM,17,"['vu', 'ca', 'marche', 'bien', 'magouille', 'voteélectronique', 'trop', 'bien', 'va', 'mettre', 'ca', 'place', '2022', 'fond', 'municipales2020', 'macron', 'lrem']"
61,EssonneAvecVous,2020-06-29 13:30:10,#Municipales2020 Félicitations à: @dbougraud réélue Maire à Lardy @nmeary réélu Maire à @Bretigny91 Claude PONS réélu Maire à Montlhéry @bvermilletpm élue Maire à @villemorangis Caroline VARIN élue sur la liste de Michel SOULOUMIAC à Lisses Bravo pour ces belles victoires!,29,"['municipales2020', 'félicitations', 'dbougraud', 'réélue', 'maire', 'lardy', 'nmeary', 'réélu', 'maire', 'bretigny91', 'claude', 'pons', 'réélu', 'maire', 'montlhéry', 'bvermilletpm', 'élue', 'maire', 'villemorangis', 'caroline', 'varin', 'élue', 'liste', 'michel', 'souloumiac', 'lisses', 'bravo', 'belles', 'victoires']"
62,la_chataigne,2020-06-29 13:30:07," #Municipales2020 à #Lyon : à voir ou à revoir, brillant et prémonitoire, le film « Alice et le Maire », chronique d’une déchéance annoncée",12,"['municipales2020', 'lyon', 'voir', 'revoir', 'brillant', 'prémonitoire', 'film', 'alice', 'maire', 'chronique', 'déchéance', 'annoncée']"
63,QuentinMaridat,2020-06-29 13:30:01,Réaction de @enmarchefr à Bordeaux ce matin: #Municipales2020 ,5,"['réaction', 'enmarchefr', 'bordeaux', 'matin', 'municipales2020']"
64,ecom_news,2020-06-29 13:30:00,#MUNICIPALES2020: @ecom_news vous dresse le portrait des nouveaux maires du Sud de la France. https://bit.ly/2VtlFEy @Gregorydoucet @villedelyon @MicheleRubirola @marseille @PierreHurmic @Bordeaux @louis_aliot @MairiePerpignan @CarolisPatrick @VilledArles,22,"['municipales2020', 'ecom_news', 'dresse', 'portrait', 'nouveaux', 'maires', 'sud', 'france', 'https', 'bit', 'ly', '2vtlfey', 'gregorydoucet', 'villedelyon', 'michelerubirola', 'marseille', 'pierrehurmic', 'bordeaux', 'louis_aliot', 'mairieperpignan', 'carolispatrick', 'villedarles']"
65,AlixanLavorel,2020-06-29 13:29:55,"Quand tu sais que de toute façon d’ici deux semaines tu sautes de ton ministère, autant se jeter franco #Municipales2020 #Remaniement",14,"['quand', 'sais', 'toute', 'façon', 'ici', 'deux', 'semaines', 'sautes', 'ministère', 'autant', 'jeter', 'franco', 'municipales2020', 'remaniement']"
66,aldurif,2020-06-29 13:29:47,#Municipales2020 #cognac #charente cf @aqui_fr,5,"['municipales2020', 'cognac', 'charente', 'cf', 'aqui_fr']"
67,LibresJeunes,2020-06-29 13:29:35,Félicitations à @GMothron et à @Max_Renault95 pour leur élection à #Argenteuil. #Municipales2020 ,6,"['félicitations', 'gmothron', 'max_renault95', 'élection', 'argenteuil', 'municipales2020']"
68,Jarl_Anton,2020-06-29 13:29:27,#Municipales2020 #Fillon #FillonGate,3,"['municipales2020', 'fillon', 'fillongate']"
69,CapitalInfos,2020-06-29 13:29:14," #Municipales2020 Les écologistes issus de #EELV refuseront de rejoindre le gouvernement dans le cadre d'un remaniement du gouvernement prévu prochainement. L'avenir d'Édouard Philippe est aussi compromis à Matignon, suite à son élection à la mairie du Havre.",22,"['municipales2020', 'écologistes', 'issus', 'eelv', 'refuseront', 'rejoindre', 'gouvernement', 'cadre', 'remaniement', 'gouvernement', 'prévu', 'prochainement', 'avenir', 'édouard', 'philippe', 'aussi', 'compromis', 'matignon', 'suite', 'élection', 'mairie', 'havre']"
70,aldurif,2020-06-29 13:28:45,"http://www.aqui.fr/politiques/a-la-rochelle-fountaine-retrouve-son-siege,20320.html @aqui_fr #Municipales2020",14,"['http', 'www', 'aqui', 'fr', 'politiques', 'a', 'rochelle', 'fountaine', 'retrouve', 'siege', '20320', 'html', 'aqui_fr', 'municipales2020']"
71,LibresJeunes,2020-06-29 13:28:38,Félicitations à @AgnesPottierD pour sa victoire à #Levallois ! #Municipales2020 ,5,"['félicitations', 'agnespottierd', 'victoire', 'levallois', 'municipales2020']"
72,Viliero,2020-06-29 13:28:21,"#Municipales2020 #LREM — Allô Agnès, ça te dit de te présenter à Paris?",8,"['municipales2020', 'lrem', 'allô', 'agnès', 'ça', 'dit', 'présenter', 'paris']"
73,EnMarche57,2020-06-29 13:28:11,Notre famille politique doit tirer des enseignements de ces élections. Le signe de cette abstention record est un signal pour notre démocratie ! #Moselle #Municipales2020 #electionsMunicipales2020 #LREM #EnMarche,17,"['famille', 'politique', 'doit', 'tirer', 'enseignements', 'élections', 'signe', 'cette', 'abstention', 'record', 'signal', 'démocratie', 'moselle', 'municipales2020', 'electionsmunicipales2020', 'lrem', 'enmarche']"
74,lindependant,2020-06-29 13:28:11,"Céret : Michel Coste remporte la triangulaire https://www.lindependant.fr/2020/06/29/ceret-michel-coste-remporte-la-triangulaire,8955835.php #Municipales2020 #Perpignan #Vallespir #Céret #politique",24,"['céret', 'michel', 'coste', 'remporte', 'triangulaire', 'https', 'www', 'lindependant', 'fr', '2020', '06', '29', 'ceret', 'michel', 'coste', 'remporte', 'triangulaire', '8955835', 'php', 'municipales2020', 'perpignan', 'vallespir', 'céret', 'politique']"
75,steve_boudrias,2020-06-29 13:27:32,"Paris tenu Paris libérée Paris piétonnière Paris vaccinée contre tout Sauf la connerie. Blague à part, Paris est-elle la seule ville d'envergure convoitée par trois femmes ? #Municipales2020",22,"['paris', 'tenu', 'paris', 'libérée', 'paris', 'piétonnière', 'paris', 'vaccinée', 'contre', 'tout', 'sauf', 'connerie', 'blague', 'part', 'paris', 'seule', 'ville', 'envergure', 'convoitée', 'trois', 'femmes', 'municipales2020']"
76,Katy02706825,2020-06-29 13:26:57,"@HenryJeanServat On espère le meilleur pour nos amis, . On compte sur vous et vous tous pour faire évoluer les choses, c'est en bonne voie , ne surtout rien lâcher. Nous sommes leur voix. #corrida #Elections #macrondemission #Municipales2020 #Vert #ClimateAction",21,"['henryjeanservat', 'espère', 'meilleur', 'amis', 'compte', 'tous', 'faire', 'évoluer', 'choses', 'bonne', 'voie', 'surtout', 'rien', 'lâcher', 'voix', 'corrida', 'elections', 'macrondemission', 'municipales2020', 'vert', 'climateaction']"
77,Challenges,2020-06-29 13:26:47,"Qui est François Astorg, celui qui a remporté la mairie d'Annecy à 27 voix près? #Municipales2020 ",11,"['françois', 'astorg', 'celui', 'a', 'remporté', 'mairie', 'annecy', '27', 'voix', 'près', 'municipales2020']"
78,vanessa0jerome1,2020-06-29 13:26:37,"Mais leur profil fonctionne mieux souvent avec les ruralités et les plus petites territoires - moins de costumes ;) Au final, beaucoup de semi-pro de la politique, de gauche, déjà inscrits dans les territoires et la construction des politiques publiques. #Municipales2020",23,"['profil', 'fonctionne', 'mieux', 'souvent', 'ruralités', 'plus', 'petites', 'territoires', 'moins', 'costumes', 'final', 'beaucoup', 'semi', 'pro', 'politique', 'gauche', 'déjà', 'inscrits', 'territoires', 'construction', 'politiques', 'publiques', 'municipales2020']"
79,CatiniNadeje,2020-06-29 13:26:11,#Municipales2020 : un 3e tour se profile à #Marseille,5,"['municipales2020', '3e', 'tour', 'profile', 'marseille']"
